id,title,image,DE,AR,EN,FR,comment
ID 2238,m / jm,https://app.vega-lexique.fr/api/files/4051f995-c11f-404e-88ae-152df83f0bef.svg,"in, an, aus, von, mit, unter; mittels, durch (etwas); als, nämlich; bis; wenn; während; wegen",في ، على ، خارِج عَن ، مِن ، مع ، ضِمن ، بين ؛ من خِلال ، بواسطة ، عَبْر ؛ مِثل ، مِثلما ؛ حين ؛ إلى ، عِندما ؛ إذا ؛ فيما ، في حينِ أَنَّ ؛ خِلال ، أثناء ؛ بِسبب ، لـ,"in, on, out ouf, from, with, among; by means of, by; as; when; until; if; whereas; while; during; because of","dans, sur, hors de, provenant de, avec, parmi ; au moyen de, par ; comme, en tant que ; quand ; jusqu'à ; si ; alors que ; pendant ; à cause de","Lorsque suivie d'un pronom suffixe, écrite jm= (cf. 4e graphie). 
Préposition de localisation : « dans, sur, (hors/provenant) de ; avec, parmi, au sein de » ;
préposition temporelle : « au moment où, quand, dans, à, jusqu'à, si, alors que, pendant » ;
préposition d'état, d'équivalence : « en tant que, sous la forme de, comme, à savoir » ;
préposition instrumentale : « au moyen de, par, en » ;
préposition concessive : « si, même si » ;
préposition causale : « à cause de, en raison de, concernant » ;
partitif : « (un nombre) de ».
Employée comme conjonction : voir m « quand ; lorsque ; si ».
Voir également la variante n en néo-égyptien, l'adverbe jm « là, y, là-bas, dedans », le nisbé jm(y) « (celui/ce) qui est dans ; intérieur, contenu », ainsi que ẖnw « intérieur, interne ; contenu, contenance ; pays, patrie » et ẖr « sous, dessous, au-dessous, en bas de ; à ; au moyen de ; soumis à, subordonné à ; équipé de, plein de, avec ; en conséquence de, à la suite de, parce que, puisque ».

Dans les composés :
m-jb « dans » ;
m-jfd « rapidement, à la hâte, à toute vitesse » ;
m-jm(y)-wtj / m-jmytw « entre, au milieu de, parmi » ;
m-jḫ « comment ? » ;
m-jsw « en échange (de) ; à la place de » ;
m-jšs.t « au moyen de quoi ?, en tant que quoi ? » ;
m-jtr.ty « autour de, des deux côtés de » ; 
m-ʿ « avec ; dans la main de, en possession de ; de la main de ; subordonné (à quelqu'un) » ;
m-ʿ-nt(y).t « parce que, étant donné que » ;
m-ʿb / m-jʿb « avec, en compagnie de, ensemble ; parmi, dans » ;
m-ʿqȝ « en face de, opposé à ; (tirer) sur » ;
m-ʿqȝ.(y)t « exactement, précisément » ;
m-wȝ(w) « de loin ; depuis longtemps » ;
m-wbȝ « en face de » ;
m-wḥm « encore, de nouveau » ;
m-wḥm-ʿ « encore, de nouveau, une seconde fois » ;
m-wš-r « sans que » ;
m-bȝḥ « en présence de, devant, face à ; auparavant » ;
m-bȝḥ-ʿ « devant » ;
m-bjȝ.t « non, pas du tout, au contraire » ;
m-bnr « à l'extérieur ; de l'extérieur » ;
m-bqy.t « opposé à » ;
m-pȝ « si, sous réserve que » ;
m-pw « untel, quiconque » ;
m-prw « plus (que) » ;
m-pḥ.wy « derrière ; à la fin » ;
m-pẖr « autour de ; à proximité de ; durant » ;
m-ptr « en face de » ;
m-m / mm « parmi ; là, dedans » ;
m-mjt.t « comme, ainsi que ; de même, pareillement » ;
m-mn.t « quotidiennement » ;
m-mrw.t « de sorte que » ;
m-mtr « à proximité de » ; 
m-n-ḏr « lorsque, depuis que, puisque » ;
m-nwḥ.t-ḥnw.ty « réticent » ;
m-r(ȝ)-ʿ « aussi, également, encore » ;
m-r(ȝ)-pw « ou, ou bien » ;
m-rw.ty « à l'extérieur ; sans (quelque chose) ; vers/de l'extérieur » ;
m-rnp.t-rnp.t « annuel » ;
m-rḫ « prudemment » ;
m-rk « à côté de, auprès de » ;
m-rdj « (auxiliaire modal) » ;
m-hȝw « dans l'entourage (de) ; à l'époque (de) » ;
(m-)hȝw-ḥr « devant » ;
m-hjms « humblement » ;
m hrw, m ḏȝw « le jour, la nuit » ;
m-ḥȝ « derrière » ;
m-ḥȝ.t « devant, à l'avant ; au début ; auparavant » ;
m-ḥȝw « en excédent, en plus de » ;
m-ḥʿw « (soi-)même » ;
m-ḥʿḏȝ « mal, à tort » ;
m-ḥp.t « en hâte, rapidement » ;
m-ḥr « devant, à la face de, au yeux de » ;
m-ḥr-n « devant, à la face de, au yeux de » ;
(m)-ḥr-n(y)-pʿ.t « à tête humaine, anthropocéphale » ;
m-ḥr « en plus, additionel » ;
m-ḥr(y)-jb « au milieu (de), au cœur de, au sein de » ;
m-ḥrw / m-ḥr(y).t « au-dessus ; en haut ; par en haut » ;
m-ḥr.yt « en préparation (de) » ;
m-ḥs(y) « au-devant de ; envers » ;
m-ḥtp « en paix ; bienvenue » ;
m-ḫft-ḥr « devant » ;
m-ḫft-ḥr n(y) « en face de, vis-à-vis de » ;
m-ḫm.t « sans, privé de ; ignorant de » ;
m-ḫnt « devant, à l'avant de, en tête de, dans, parmi, hors de ; à l'avant, auparavant, initialement » ;
m-ḫnt.yt « en amont, vers le sud » ;
m-ḫsfw « à l'approche de, à côté de, à la rencontre de » ;
m-ḫsf(w) « à la vue de » ;
m-ḫt « après, à la suite de, derrière ; après (cela), ensuite ; après que, dès que ; parce que, dès lors que » ;
m-ḫtḫt « à travers ; en arrière » ;
m-ḫd « en aval, en descendant le courant, vers le nord » ;
m-ḫd m-ḫnt(.yt) « en amont et en aval, aller et retour » ;
m-ẖ.t « dans » ;
m-ẖnw « dans, à l'intérieur de, au sein de ; dedans » ;
m-ẖnw-ʿ.wy « dans (les bras de), au sein de » ;
m-ẖnw-ʿ.wy « dans un espace (de temps) » ;
m-ẖr « sous » ;
m-ẖrw « vers le bas, en bas » ;
m-sȝ « après ; derrière ; à la suite de » ;
m-sȝḥ.t / m-sȝḥw « auprès de, au voisinage de, à proximité de » ;
m-s(y) « avec quoi ?, par quel moyen ? » ;
m-sw(ȝ)w « aux environs, aux alentours, auprès de, à proximité de » ;
m-swȝš « en présentant ses respectueux hommages (à) » ;
m-swn.t « en échange » ;
m-sp / n-sp « aussitôt ; surtout, d’autant plus que ; ensemble ; à la façon de ; en exercice, en activité » ;
m-sp-wʿ « une fois ; unanimement ; à la fois ; ensemble, en un instant » ;
m-sn.t-r « à l'image de, comme » ;
m-snw « au lieu de ; après » ;
m-snḏ / snḏ.t « de peur que » ;
m-sḫr « à la façon de » ;
m-sḫd « à l'envers ; tête en bas » ;
m-sšȝ « contrairement à » ;
m-stj « en face de » ;
m-šȝw n(y) « à la commande de » ;
m-šȝw « correctement, convenablement » ;
m-šȝʿ « au départ, au commencement ; depuis le début, dès le début ; à l’aube » ;
m-šȝʿ-m « de... à... » ;
m-šw « à cause de, en conséquence de, en raison de, parce que, puisque » ;
m-šbb « brassé (de bière) » ;
m-šs « très, beaucoup », « en bon état », « convenablement » ;
m-qȝb « à l’intérieur, dans, au sein de, parmi ; en dehors de, hors de » ; 
m-qrj-r « à côté de » ;
m-qd « autour de » ;
m-kfȝ « du tout » ;
m-gs « à côté de ; en partie » ;
m-gs-ḥry « au-dessus, supérieur à ; en amont » ;
m-tp « sur, au-dessus de, à la tête de, devant » ;
m-tp-ʿ « « avant, précédemment ; au commencement » ;
m-dj « avec, en compagnie de, en possession de ; par ; de ; parce que, à cause de » ;
m-dy « ici » ;
m dwȝ.w sȝ dwȝ.w « désormais » ;
m-dwn « habituellement, continuellement ; dès lors » ;
m-dd « par autorisation de » ;
m ḏw.t « d'une mauvaise manière » ;
m-ḏbȝ « en remplacement de ; en contrepartie de ; en récompense de » ;
m-ḏr « lorsque, depuis » ;
m-ḏr / m-ḏrw « dans les limites de, dans la zone de, à portée de ; sans » ;
m-ḏr.t « par, par la main de ; en possession de » ;
m-ḏrj « dans le cas de ; au devant de » ;
m-ḏd « en ces termes, disant » ;
ḫft-m « avant » ;
tp-m / tp-jm « devant, avant ; auparavant ; vers, à, en direction de ; jusqu’à ».

Dans les constructions et expressions :
jjj m dndn « venir en rage » ;
prj m dndn « sortir en rage » ;
pḏ-šs ḥr / m « cérémonie de fondation (du monument) » ;
fḫ m « priver de, dépouiller de » ;
m jȝw jḥy « en louange et en musique » ;
m jwḥ « de façon destructrice, avec force » ;
m jmn.yt « constamment, quotidiennement » ;
m jhhy « joyeusement » ;
m jdn « en remplacement de, en tant que substitut de » ;
m ʿ.wy ḥmw.t « en cours de réalisation » ;
m ʿwȝ « de manière de voleur, en volant, violemment » ;
m ʿbw + pronom suffixe « dans (son) état d'impureté » ;
m ʿḏ.t « massacré, abattu » ;
m ʿḏȝ « faussement, injustement » ;
m wʿʿw « en privé, en (toute) confidentialité » ;
m wn-mȝʿ « de manière réelle, authentique » ;
m wsṯn « de manière libre, sans entrave » ;
m bw-wʿ « ensemble, à l'unisson » ;
m pȝ hrw « en ce jour, aujourd'hui » ;
m mȝʿ.t « vraiment, véritablement ; en vérité » ;
m mȝw.t « de nouveau, nouvellement, pour la première fois » ;
m mjn « aujourd'hui » ;
m mfkȝ.t « en joie » ;
m mr(r)=f « à volonté » ;
m msdd « malgré soi » ;
m mšrw « au soir » ;
m mty / mtr jmy « de façon adéquate » ;
m nh.t šsr.w « grâce à la protection des formules » ;
m nḏm-jb « heureusement, agréablement, joyeusement » ;
m r(ȝ) wʿ « unanimement » ;
m r(ȝ)-pw « ou, ou bien » ;
m rk (+ nom royal) « au temps du (roi) » ;
m hȝw n(y) šmsw.w-Ḥr « au temps des Suivants-d’Horus » ;
m ḥʿt « violemment » ;
m ḥwrʿ « violemment » ;
m ḥmḥm « en fuite » ;
m ḥr.w ʿšȝ.t « connu de tous », littéralement « dans les visages, l'attention de la multitude » ;
m ḥknw « en joie » ;
m ḥdby.t « en tas, pêle-mêle » ;
m ḫȝ.w « par milliers » ;
m ḫȝʿ « avec célérité, rapidement » ;
m ḫȝwy « à la tombée de la nuit » ;
m ḫȝḫ « avec célérité, rapidement » ;
m ḫy (+ une mesure) « d'une hauteur de » ;
m ḫpr=f « dans sa forme » ;
m ḫfʿ « dans le poing » ;
m-ḫntj « en amont, vers le sud » ;
m ḫntš « en joie, joyeusement » ;
m ḫr(y).t n(y.t) « en état de » ;
m ḫrw(yw) « en guerre » ;
m ḫrt n « résolu à » ;
m ḫsfy.t « en naviguant en amont ; en amont » ;
m ḫsf(w) « en tournant (?) » ;
m-ḫd m-ḫnt(.yt) « en amont et en aval, aller et retour » ;
m-ḫd m-ḫsf(w) « en naviguant en aval et en amont ; en aval et en amont » ;
m ẖ.t=f « au soir » ;
m ẖ.t n(y) « au cœur de, au sein de » ;
m ẖr.t-hrw « quotidiennement ; chaque jour » ; 
m ẖr.t-hrw n(y).t rʿ nb « au cours de chaque jour » (littéralement : « dans la portion de jour de chaque jour » ;
m ẖs(y) « en cas de malheur » ;
m s.t nb.t « partout, en toute place ; où que ce soit » ;
m s.t-qsn.t « en difficulté, dans une situation difficile, en mauvaise condition » ;
m sȝt « impur, sale » ;
m sʿm « en incrustation » ;
m sʿḥʿ « en restauration » ;
m sʿšȝ wr « bien gardé » ;
m sb.t wʿ « en une fois, d’un seul coup, en un chargement » ;
m sfn « illégitime » ;
m sfḫ / sfḫ m « hors d’usage » ;
m smȝwj « en renouvellement de » ;
m (wḏȝ) snb « en bonne santé » ;
m šȝw n(y) « avec la destination de, destiné à, en qualité de » ;
m šȝw (r) « destiné à » (à propos d’une personne) ;
m šʿd « être mutilé » ;
m šw « à l'ombre, à l'abri » ;
m šbb « variés » ;
m šbn « de nature variée, de différents types » ;
m špj wsrw « en levant la rame » ;
m šm jw « aller ça et là » ;
m šms=f « à son service, à sa suite » ;
m šmsw n(y) « (être, vivre) à la suite de, au service de, dans le sillage de » ;
m šmsw.t n(y.t) « dans le cortège de » ;
m šnw « autour de » ;
m šnw m pẖr=f « encadrer, entourer » ;
m / mm / m-bȝḥ šnw.t « (grand, honoré) parmi, devant les courtisans » ;
m šnn « avec chagrin, soucis » ;
m šrš « précipitamment » ;
m-šs mȝʿ « véritablement utile, efficace ; parfaitement conforme » ;
m šsr.w n(y).w Sjȝ mj-nty-r bȝw-Rʿ « selon les prescriptions de Sia et conformément aux archives de Rê » ;
m šsr.w n(y).w tpy.w-ʿ « selon les prescriptions des ancêtres » ;
m šš ḏry.t « en matière de construction de chapelle » ;
m štȝ-msw.t « dans, au cœur du monde souterrain » ;
m štȝw « dans le secret, en secret » ;
m šṯy.t « dans la Chétjyt » ;
m pȝ qj « de cette manière » ;
m qj wʿ « ensemble » ;
m qb nmt.t « en marchant lentement, au rythme tranquille » ;
m qn « victorieusement, bravement » ;
m qnj « dans le giron, dans les bras » ;
m qd « endormi » ;
m-kȝ-ḏd « (particule) » ;
m kfʿw « par réquisition » ;
m km n(y) ȝ.t  « en un instant » ;
m km n(y) wnw.t « en une heure » ;
m gȝw=f « en son absence » ;
m gȝw.t n(y).t « faute de, à défaut de » ;
m gw.t « en étonnement » ;
m gbgb.yt « à toutes jambes, tête la première ; en désordre, en déroute, pêle-mêle ; en tas ; prostré (?) » ;
m grḥ « de nuit » ;
m grg « prêt » ;
m grg « de manière injuste, mensongère » ;
m gs-ḏb « juste » ;
m gsgs « en hâte, précipitamment » ;
m ggw.t « étonné, stupéfait » ;
m tȝ wnw.t « maintenant, immédiatement » ;
m tȝ mtr « au milieu » ;
m tj.t n(y.t) « en qualité de, en capacité de » ;
m twr « en état de pureté » ;
m twt « complètement » ;
m twt « en toute intégrité, parfaitement » ;
m … tp-n « de … à » ;
m tp-wʿ « comme un seul homme » ;
m tp-mȝʿ « au côté de » ;
m tp n(y) « au titre de » ;
m tp-nfr « avec succès » ;
m tp-rd « de façon réglementaire, selon la règle » ;
m tp-ḥsb « exactement, à la perfection » ;
m tp-ḫ(ȝ)ḫ « rapidement » ;
m tp-šw « en ruines » ;
m tp-tr « au début de la saison » ;
m tp(y).t-ʿ=k « droit devant toi » ;
m tfn « en joie, joyeusement » ;
m tr « chaque saison, chaque moment, au moment de ; à maturité (à propos d’une plante) » ;
m tkʿ « à dessein, intentionnellement » ;
m ṯȝj « à la dérobée, en secret » ;
m ṯȝw.t « à la dérobée » ;
(m) ṯn « où ? d’où ? » ;
m-ṯn.t-r « plus que » ;
m ṯnw « en nombre, innombrables » ;
m ṯnw nb « en toute quantité, de toutes sortes » ;
m ṯḥḥw.t « joyeusement, dans l'exaltation » ;
m ṯsy « en sortant » ;
m dwȝ.w « midi / soir ; lendemain » ;
m dwȝ « adorant » ;
m dbn « en encerclant » ;
m ḏ.t « éternellement » ;
m ḏ.t=f « selon sa nature » ;
m ḏ.t=f « totalement, entièrement » ;
m ḏ.t=f « au matin » ;
m ḏ.t=f m ẖ.t=f « jour et nuit ; du soir au matin ; incessamment » ;
m ḏȝm ḏȝm « de génération en génération » ;
m ḏw « avec violence » ;
m ḏr-ʿ « depuis le commencement » ;
m 10 n(y) qȝb « décuplé » ; 
mk dmȝ.ty m « protéger de (ses) ailes contre » ;
n / nn šnʿ m «ne pas être retenu dans (un lieu) » ;
rwj dndn m jb « chasser la violence du cœur » ;
rwj dndn m ḥr « chasser la violence du visage » ;
ḥtr m « soumettre à (une taxe particulière) » ;
ḫʿj m « couronner de, coiffer de » ;
ḫwj m « protéger avec, doter de » ;
ḫwj m dmȝ.ty « protéger de (ses) ailes » ;
ḫwd m « s’enrichir au moyen de, pourvoir en » ;
ḫbȝ m « prendre de » ;
ḫpr m « naître de, être issu de » ;
ḫm m « faire du mal à » ;
ḫnr m « tenir à l’écart, priver de » ;
ḫnt(y) m « à partir de » ;
ḫnt(y) m ... mḥty m ... « au sud depuis … jusqu’à … au nord » ;
ḫnd m « venir de » ;
ḫr m « tomber dans ; tomber à cause de, se faire jeter dans, mourir de » ;
ḫsf m « s’opposer à ; éloigner de (quelqu’un) ; punir avec » ;
šȝʿ m « commencer par » ;
šȝs m « s’empresser de » ;
šbn m « mêlé, mélangé à, avec » ;
šms-jb m « se réjouir dans (un lieu) » ;
šnj m « maudire, conjurer au moyen de » (une fomule magique, un sort, un rituel...) ;
šnʿ m « repousser grâce à » ;
šnʿ nḫt « repousser par la force » ;
šnṯ jḫ.t m « se quereller avec » ;
šsȝ m « expert en, compétent en, habile à, informé de » ;
šsp m « recevoir de (un lieu, un bâtiment) » ;
štȝ m « difficile du fait de » ;
štȝ m/ḥr « caché, dissimulé de » ;
šṯ m « vêtir / être vêtu de (vêtement, bijou, etc) » ;
šṯ m šṯ « couvrir (la déesse) de l’étoffe » ;
šdj m « retirer / extraire au moyen de », « voler dans (un lieu) ;
šdj m « sauver, préserver (d'un lieu, de la misère) » ;
šdj m mw « retirer de l'eau » ;
šdj m ḫt « enlever, transporter du bois » ;
šdj m ḫ.t « retirer du feu » ;
šdj m ḫ.t « piller les biens (d'un pays) » ;
qnd m « se mettre en colère contre » ;
tfj m « s’éloigner de » ;
tmt(w) m « saupoudrer avec » ;
tmtm m « saupoudrer avec » ;
ṯȝj m « prendre à » ;
ṯḥḥ m « se réjouir de (quelque chose) » ;
ṯs m « être dirigeant dans (un pays) » ;
dwn m « offrir (à quelqu'un) » ;
dbnbn m « venir de » ;
dm m « poignarder (quelqu'un) ; être poignardé » ;
dm m « appeler (quelqu'un par son nom) » ;
dm m « être renommé » ;
dmj r / m « se toucher, s'entrechoquer, se coller à » ;
dnj m « fixer » ;
dr bȝ m ḥʿw « séparer l’âme du corps » ;
dr m « expulser quelqu'un d'un lieu, d'une fonction ; enlever de son chemin » ;
dr m ʿẖm « chassé de (sa) forme divine » ;
dr m tȝ « repousser (Seth) du pays » ;
dr rn m tȝ « retrancher le nom de la terre  (de Seth) » ;
dr Stš m njw.t nb.t « repousser Seth de toute ville » ;
dr=tw m th « empêcher de nuire » ;
dr dndn jry m snḏ.t « repousser la violence par la crainte » ;
dr dndn m drf.w « repousser la violence grâce aux écrits » ;
drp m « faire un cadeau » ;
ḏȝj m « savourer » ;
ḏȝjsw m « louanges à ».
Cf. peut-être ḫsfty-m « près devant (?) ; contraire à (?) »."
ID 2239,brt,https://app.vega-lexique.fr/api/files/3a658b25-aef3-4816-9760-d574b08523a9.svg,um Frieden bitten (?),طَلَبَ ، سعى إلي السلام (؟),to plead for peace (?),demander la paix (?),"Attesté à Médinet Habou (KRI V, 64, 4 et 65, 14).
Pour Lesko et le TLA, il s'agit de brt « contrat, convention, accord »."
ID 2240,rwy.t,https://app.vega-lexique.fr/api/files/a729df77-9ff9-4f2b-acf0-6769604d4f42.svg,(ein Bauteil aus Stein),(جُزء ما من بِناء حجري),(a part of a stone structure),(une partie de construction en pierre),"Attesté dans la biographie d'Ouni (= Caire CG 1435) col. 7 et 39 (Urk. I, 99, 16 et 107, 3). Pour le TLA, également en Pyr. 239b [235]. 
Goyon (« Les navires de transport de la chaussée monumentale d’Ounas », BIFAO 69, 1971, p. 34-35, n. 4) propose les traductions « piédroits », « linteau » ou « architrave ». Voir aussi Wallet-Lebrun « rwj.t et sȝt dans la biographie d’Ouni », VarAeg 5, 1989, p. 27-58."
ID 2241,bh,https://app.vega-lexique.fr/api/files/5da3f270-d642-421f-801b-709c81e61467.svg,(Bedeutung unbekannt),(معنى غير معروف),(meaning unknown),(sens inconnu),"Verbe d'après le Wb.
Attesté uniquement dans le Livre de la Vache du Ciel (tombe de Séthy Ier et tombe de Ramsès III) : voir Hornung, Der ägyptische Mythos von der Himmelskuh. Eine Ätiologie des Unvollkommenen, OBO 46, 1982, p. 10, 40 (108) et p. 59, n. 76.
Graphie de bhȝ « fuir, abandonner, se retourner, faire demi-tour »."
ID 2242,r-pḥ.wy,https://app.vega-lexique.fr/api/files/0059325d-c060-4fa5-81ef-a27b8a4554b1.svg,hinter,خَلْفَ,behind,derrière,"Préposition.
Construit sur la préposition r / jr « à, jusqu'à, vers ; pour, dans le but de ; contre ; plus que ; conformément à ; concernant » et pḥ.wy « partie arrière, derrière, fin ; anus, queue, arrière-train ; cavité pelvienne ; poupe ».
Cf. également m-pḥ.wy « derrière ; à la fin » et ẖr-pḥ.wy « derrière ; en dernier, à la fin de, aux pieds de »."
ID 2243,ʿbw-r(ȝ),https://app.vega-lexique.fr/api/files/31a87f70-167d-4de1-9e8a-aa5084b24b41.svg,"Frühstück, Mahl",فطور ، وجبة,"breakfast, meal","petit déjeuner, repas","Formé sur ʿbw « purification, pureté » et r(ȝ) « bouche, gueule ».
Formé de la même manière que  jʿw-r(ȝ) « petit déjeuner » et sty-r(ȝ) « petit déjeuner », le sens de la première composante évoque le fait de purifier la bouche avec un aliment parfumé.
Cf. ʿb.w « offrandes » et ʿb / ʿb.t « repas »."
ID 2244,bḥbḥy.w,https://app.vega-lexique.fr/api/files/bc4f25de-cf89-43ff-bba1-245cbe87cfc1.svg,(Lapislazuli)perlen,لَآلِئ (من اللازورد),beads (of lapis lazuli),perles (de lapis-lazuli),"Attesté uniquement dans Les dieux contre la mer (= papyrus d'Astarté = pBN 202 + pAmherst IX), l. 4, y-1 et 4, y (Collombert, Coulon, « Les dieux contre la mer. Le début du 'papyrus d'Astarté' (pBN 202) », BIFAO 100, 2000, pl. VIII-IX et p. 228.
Seul le TLA précise qu'il s'agit de perles de lapis lazuli."
ID 2245,ʿbw,https://app.vega-lexique.fr/api/files/5641e1e7-e1d2-4807-b726-68e309fe633e.svg,Lattich (Lactuca sativa L.),خَسّة (.Lactuca sativa L),lettuce (Lactuca sativa L.),laitue (Lactuca sativa L.),"Comparer avec ʿȝb « laitue (Lactuca sativa L.) ».
Cf. ʿb.t « bouquet (?) ».
Voir également jbw « (une plante) »."
ID 2246,bs,https://app.vega-lexique.fr/api/files/49f0ec0b-9f31-4e89-9ee1-94502acf63a5.svg,"eintreten, einführen, einweihen",أَدْخَلَ ، بَدَأَ ، أَطلعَ ، قادَ ,"to enter, to introduce, to initiate, to lead","entrer, introduire, initier, conduire","Voir la forme ancienne jbs « introduire ».
Selon Wilson (PL, p. 1182),  synonyme de dj-ʿ « aller, venir ».
Cf. également bs-nw « initié dans le sanctuaire-Nou », bsj « initié (?) », bs « mystère, secret ; aspect, image ; introduction, initiation », bs.t « chemin » et bsn / bsnw « (sens inconnu) ».
Peut-être identique à bsj « émerger ; couler ; jaillir ; répandre ; produire » ; cf. Kruchten, Les annales des prêtres de Karnak (XXI-XXIIImes dynasties) et autres textes contemporains relatifs à l'initiation des prêtres d'Amon, OLA 32, 1989, p. 147."
ID 2247,ʿbȝ,https://app.vega-lexique.fr/api/files/d6ec7584-2ec6-4ce3-b25f-167917a3d455.svg,"funkeln, leuchten; (etwas) erleuchten",أبرَق ، لَمَعَ ، وَمَضَ ؛ أنار ، أضاء (شيئاً),"to shine, to glitter; to illuminate (something)","briller, étinceler ; illuminer (quelque chose)","Comparer avec ʿb « diffuser (?) ; instiller (?) » et ʿbʿb « briller ».
Voir également ʿbȝ « lumière ». 
Également comme épithète ʿbȝ « Celui qui brille (?) » (LGG II, 87c et Wb I, 177, 15)."
ID 2248,ʿbȝ,https://app.vega-lexique.fr/api/files/cff3e4ae-1a67-46d1-91c7-b36625383853.svg,Licht,نور ، ضَوْء ,light,lumière,"Voir également ʿbȝ « briller, étinceler ; illuminer (quelque chose) »."
ID 2249,ʿbw.t,https://app.vega-lexique.fr/api/files/28f08f97-5fef-486b-922d-7f39dca538d6.svg,Gabel,مِذْراة,forked staff,fourche,"Cf. ʿbw  « celui qui manie la fourche (?) ; silo (?) », ʿbb « utiliser une fourche ; moissonner (?) », jʿb « ratisser, amasser (avec une fourche) ; rejeter, repousser (le mal) » et ʿbb.t « lance ».
Voir également ʿbwty.w « Ceux de la fourche » (LGG II, 85c)."
ID 2250,bsj,https://app.vega-lexique.fr/api/files/7278f51e-28e8-4a5c-9267-573b1bea5cb6.svg,Eingweihter (?),مُطَّلِعٌ (؟),insider one (?),initié (?),"Substantif.
Attesté uniquement dans la tombe d'Ankhou à Saqqâra (Goyon, « Le tombeau d'Ankhou à Saqqarah », Kêmi XV, 1959, pl. IV). 
Cf. bs « entrer, introduire, conduire, initier » et bs-nw « initié dans le sanctuaire-nou ».
Goyon (op. cit., p. 18) considère que le signe de la flamme (Q7) qui suit la séquence fait partie de ce mot qu'il traduit par « flamme ». Dans ce cas, même mot que bs « feu, flamme »."
ID 2251,ʿbb.t,https://app.vega-lexique.fr/api/files/f7026cdf-95f3-4a49-8ddb-2e62148c0d56.svg,Speer,رُمْح ,spear,lance,"Notamment dans l'expression šsp ʿbb.t « saisir la lance ».
En tant que nisbé dans l'épithète ʿbbty.w « Lanciers » (LGG II, 90a).
Cf. ʿbw.t « fourche ». "
ID 2252,rwj.t,https://app.vega-lexique.fr/api/files/e4d79394-4a3b-4d06-a392-911e066159b0.svg,(Name eines Spieles oder Tanzes),(اسم للُعبَة أو لرَقْصة),(name of a game or a dance),(nom d'un jeu ou d'une danse),"Attesté uniquement dans la tombe n° 17 de Khéty à Béni Hassan ; cf. Newberry, Beni Hasan II, ASEg 2, 1894, pl. XIII.
Cf. rwj « danser, taper (des mains) » et rwrwty / rwty.w « danseur / danseurs »."
ID 2253,bhȝ,https://app.vega-lexique.fr/api/files/e419bb94-45cb-4a9d-b460-fec13ab783c3.svg,Flucht,هُروب,escape,fuite,"Attesté uniquement sur un graffito à Abisko (Roeder, Debod bis Bab Kalabsche I, TemplImm., 1911, p. 105).
Cf. bhȝ « fuir, abandonner, se retourner, faire demi-tour »."
ID 2254,rwy.t,https://app.vega-lexique.fr/api/files/99715d3f-5fa9-4192-ab1f-02ff50d9bfc4.svg,Ausfluss (?),سيلان (؟),discharge (?),écoulement (?),"Pour Miller et Ritner (« Rwy.t ‘Radiating’ Symptoms of Gallstone Disease in Ancient Egypt », GottMisz 141, 1994, p. 71-76), il s'agirait du « calcul biliaire ».
Cf. rwj « partir, quitter ; se déplacer ; s'éloigner ; expulser »."
ID 2255,bhȝw,https://app.vega-lexique.fr/api/files/3002caff-0196-4b5a-8819-dc199e452f44.svg,(eine Pflanze),(نَبَات ما),(a plant),(une plante),"Attesté uniquement dans une inscription provenant du temple de Ptah à Memphis (Altenmüller, Moussa, « Die Inschrift Amenemhets II. aus dem Ptah-Tempel von Memphis. Ein Vorbericht », SAK 18, 1991, p. 16 et fac-similé col. 21)."
ID 2256,pḥ.wy-ḫȝ.w,https://app.vega-lexique.fr/api/files/ef5fa3e6-926b-41cc-8461-b2c5083dc836.svg,(ein Dekanstern),(اسم لديكان فلكي ما),(name of a decan),(nom d'un décan),"Partie arrière du décan ḫȝ.w « (nom d'un décan) » ; cf. Neugebauer, Parker, Egyptian Astronomical Texts III, Providence, Londres, 1969, p. 160 (8).
Pour la partie avant, voir ḥȝ.t-ḫȝ.w, « nom d'un décan ».
Voir également pḥ.wy-ḏȝ.t « nom d'un décan », son précurseur diachronique.
Cf. les autres noms de décans formés avec pḥ.wy : pḥ.wy-ḥr et pḥ.wy-sȝbw."
ID 2257,pḥ.wy-ḏȝ.t,https://app.vega-lexique.fr/api/files/fd827d48-83c1-4e21-9e71-34d086ef80fb.svg,(ein Dekanstern),(اسم لديكان فلكي ما),(name of a decan),(nom d'un décan),"Partie arrière du décan ḏȝ.t « (nom d’un décan) » ; cf. Neugebauer, Parker, Egyptian Astronomical Texts III, Providence, Londres, 1969, p. 160 (9).
Pour la partie avant, voir ḥȝ.t-ḏȝ.t « (nom d’un décan) ».
Voir également pḥ.wy-ḫȝ.w « (nom d'un décan) », son successeur diachronique.
Cf. les autres noms de décans formés avec pḥ.wy : pḥ.wy-ḥr et pḥ.wy-sȝbw."
ID 2258,bhn,https://app.vega-lexique.fr/api/files/1d2e27ba-8b0c-42ce-b271-1c3a5106dcc7.svg,Fächer (?),مروحة يدوية (؟),fan (?),éventail (?),"Employé uniquement à Dendara dans l'expression ḥbs bhn « protéger » ; voir également bh.t « chasse-mouche, éventail ». "
