id,title,publication_date,status,image,DE,AR,EN,FR,comment,fuente de transliteración
ID 10244,mȝṯ.t,"Published the Sep 23, 2020 at 11:33",validated,https://app.vega-lexique.fr/api/files/172bb4cf-c529-4020-9cfa-be65033a4fe6.svg,(ein Hemd),,(a tunic),(une tunique),Attesté uniquement aux 2e et 3e dynasties.Dans des listes d'offrandes.,"['Kahl (J.), Frühägyptisches Wörterbuch unter Mitarbeit von Markus Bretschneider und Barbara Kneißler, Wiesbaden, 2002-2004 (3 vol.).']"
ID 10245,mnjw,"Published the Sep 23, 2020 at 11:34",problematic,https://app.vega-lexique.fr/api/files/883eb38e-a349-4aaf-9799-d08a2d503c3e.svg,Baldachin,,baldachin,baldaquin,"À l'origine, probablement une construction légère servant d'abri de berger.Dans les textes funéraires, lieu associé à Anubis où se pratiquait la momification.Cf. mnj « garder, faire paître ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'van der Molen (R.), A Hieroglyphic Dictionary of Egyptian Coffin Texts, ProblÄg 15, 2000.', 'Hannig (R.), Ägyptisches Wörterbuch I. Altes Reich und Erste Zwischenzeit (HannLex 4), KAW 98, 2003.', 'Hannig (R.), Ägyptisches Wörterbuch II. Mittleres Reich und Zweite Zwischenzeit (HannLex 5), KAW 112, 2006 (2 vol.).', 'Borghouts (J.Fr.), van der Plas (D.), Coffin Texts Word Index, PIREI 6, 1998.', None]"
ID 10246,jṯfrr,"Published the Sep 6, 2023 at 10:22",validated,https://app.vega-lexique.fr/api/files/eb5fea68-9fdc-484b-91c6-f700d7cd69e4.svg,Himmel,سماء,sky,ciel,"Attesté seulement dans les Textes des Sarcophages.Formé sur tfrr / ṯfrr « bleuir, devenir bleu ; bleu », précédé d’un yod prothétique (j).Littéralement « celui qui est bleu ».Aussi en tant que théonyme Jṯfrr.t / Tfrr.t « la Déesse du ciel » (littéralement « Celle qui est bleue »).Voir également tfrr(.t) « (une pierre bleue ; une couleur) ».","['van der Molen (R.), A Hieroglyphic Dictionary of Egyptian Coffin Texts, ProblÄg 15, 2000.', 'Hannig (R.), Ägyptisches Wörterbuch II. Mittleres Reich und Zweite Zwischenzeit (HannLex 5), KAW 112, 2006 (2 vol.).', 'Meeks (D.), Année Lexicographique. Égypte ancienne, 2e éd., Paris, 1998 (3 vol.).', 'Borghouts (J.Fr.), van der Plas (D.), Coffin Texts Word Index, PIREI 6, 1998.', 'Leitz (Chr.) et al., Lexikon der ägyptischen Götter und Götterbezeichnungen, OLA 110-116, 2002 (7 vol.).', None]"
ID 10247,jṯm,"Published the Sep 23, 2020 at 11:36",validated,https://app.vega-lexique.fr/api/files/0ec62899-58c7-4702-8a40-c9c1a97df2c2.svg,(ein Metallteil der Peitsche),,(a metal part of the whip),(une partie métallique du fouet),"Attesté uniquement dans la Lettre de Hori (= pAnastasi I = pBM EA 10247), 26, 8 ; cf. Fischer-Elfert, Die satirische Streitschrift des Papyrus Anastasi I, KÄT 7, 1983, p. 149 ; id., Die satirische Streitschrift des Papyrus Anastasi I, ÄgAbh 44, 1986, p. 227.Dans la séquence jṯm n(y) pȝy=k jsbr « la partie-itjem de ton fouet ».Le Wb, Fischer-Elfert (op. cit., p. 227 et 229, n. g) et le LÄ proposent de l’identifier au pommeau.Pour le TLA et Hoch, il s’agirait plutôt de la virole.","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Lesko (L.H.), A Dictionary of Late Egyptian, 2e éd., Berkeley, 2002-2004 (2 vol.).', None]"
ID 10248,jṯn,"Published the Sep 23, 2020 at 14:38",problematic,https://app.vega-lexique.fr/api/files/eed1aebc-e76e-46cc-a6f0-fd3e0f0edc81.svg,schnaubend (?); widerspenstig (?); klagend (?),,snorting (?); recalcitrant (?); plaintive (?),renâclant (?) ; récalcitrant (?) ; plaintif (?),"Attesté seulement au participe dans le Traité de médecine vétérinaire du papyrus Kahoun (= pUCL 32036), 7, 21 (cf. Griffith, Hieratic Papyri from Kahun and Gurob (principally of the Middle Kingdom), Londres, 1898, p. 13 et pl. VII ; Collier, Quirke, Lahun Religious, p. 54-55), et en CT VII, 197d [989] (pGard. II).Noter que Collier et Quirke (op. cit., p. 55) proposent également la traduction « vaincu » (« overcome »).Pour Meeks, suivant Faulkner (The Ancient Egyptian Coffin Texts III, Warminster, 1978, p. 98), l’occurrence des Textes des Sarcophages serait plutôt à interpréter comme un substantif signifiant « cri, plainte ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Deines (H. von), Westendorf (W.), Wörterbuch der medizinischen Texte, Grundriss der Medizin der Alten Ägypten 7, Berlin, 1961-1962 (2 vol.).', 'van der Molen (R.), A Hieroglyphic Dictionary of Egyptian Coffin Texts, ProblÄg 15, 2000.', 'Hannig (R.), Ägyptisches Wörterbuch II. Mittleres Reich und Zweite Zwischenzeit (HannLex 5), KAW 112, 2006 (2 vol.).', 'Meeks (D.), Année Lexicographique. Égypte ancienne, 2e éd., Paris, 1998 (3 vol.).']"
ID 10249,jṯnw-sw,"Published the Sep 23, 2020 at 14:38",problematic,https://app.vega-lexique.fr/api/files/8f698399-b18f-4bc5-a0ed-013f321a54ee.svg,"Der, dem man klagt (?)",,lamented one (?),celui qui est plaint (?),"Attesté dans les Textes des Sarcophages et peut-être aussi en LdM 68.Notamment employé en tant que théonyme (LGG I, 623a) ; cf. 2e et 3e graphies.Pour le TLA, peut-être un arbre sacré personnifié, voir jtnw-s / jṯnw-s « (un arbre) ».","['van der Molen (R.), A Hieroglyphic Dictionary of Egyptian Coffin Texts, ProblÄg 15, 2000.', 'Hannig (R.), Ägyptisches Wörterbuch II. Mittleres Reich und Zweite Zwischenzeit (HannLex 5), KAW 112, 2006 (2 vol.).', 'Meeks (D.), Année Lexicographique. Égypte ancienne, 2e éd., Paris, 1998 (3 vol.).', 'Borghouts (J.Fr.), van der Plas (D.), Coffin Texts Word Index, PIREI 6, 1998.', 'Leitz (Chr.) et al., Lexikon der ägyptischen Götter und Götterbezeichnungen, OLA 110-116, 2002 (7 vol.).', None]"
ID 10250,jṯr,"Published the Sep 23, 2020 at 14:39",problematic,https://app.vega-lexique.fr/api/files/04f7f707-eaea-45b5-a661-1498de0d9dce.svg,Gefangener,سَجين ، أسير,captive,"prisonnier, captif","Attesté uniquement dans le récit de la seconde guerre libyenne de Ramsès III dans le temple de Médinet Habou ; cf. KRI V, 71, 13 ; The Epigraphic Survey, Medinet Habu II. Later Historical Records of Ramses III, OIP 9, 1932, pl. 86, l. 49.Mot d’emprunt sémitique.Noter que Edgerton et Wilson (Historical Records, p. 94 et 153) proposent plutôt la traduction « esclavage, servitude » (« bondage »).","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Lesko (L.H.), A Dictionary of Late Egyptian, 2e éd., Berkeley, 2002-2004 (2 vol.).', None]"
ID 10251,jṯrw.t,"Published the Sep 23, 2020 at 14:40",problematic,https://app.vega-lexique.fr/api/files/0243adfd-e4bb-4962-9644-7e8c48e9986f.svg,(eine Pflanze),(نَبَات ما),(a plant),(une plante),"Attesté uniquement dans le Traité d’ophiologie (= pBrooklyn 47.218.48+85), 5, 22, 24 et 25 (§ 90a-b) ; cf. Sauneron, Traité d’ophiologie, p. 120-121 et pl. 5.Sauneron (op. cit., p. 120, n. 1, et 193) propose de l’identifier à une sorte de câprier : Capparis decidua (Forsk.) Edgew.Sur ce terme, voir également Germer, Handbuch der altägyptischen Heilpflanzen, Philippika 21, 2008, p. 37-38.Noter que l’auteur transcrit le signe suivant la corde lovée (V1) par le hiéroglyphe des deux traits obliques (Z4) et non par celui du pain (X1). Elle propose donc plutôt la translittération jṯrw.",[None]
ID 10252,jṯs,"Published the Nov 8, 2023 at 11:03",validated,https://app.vega-lexique.fr/api/files/4ea528a7-ef6d-435d-a20d-9336bae81b12.svg,"kopulieren, schwängern",جامَعَ ، أَخْصَبَ ، لَقَّحَ,"to copulate, to impregnate","copuler, féconder","Attesté seulement durant les époques tardive et ptolémaïque.Pour Wilson (PL), formé sur le verbe ṯs « (se) nouer, (s’)attacher, fixer, assembler, joindre » précédé d’un yod prothétique (j).Pastille rouge pour le TLA qui renvoie à ce terme.Meeks (Mythes et légendes du Delta, p. 118, n. 376) propose plutôt un rapprochement avec le verbe wṯs « éjecter, excréter ».Voir également jṯs « phallus ».","['Wilson (P.), A Ptolemaic Lexicon. A Lexicographical Study of the Texts in the Temple of Edfu, OLA 78, 1997.', None]"
ID 10253,jṯs,"Published the Sep 23, 2020 at 14:41",validated,https://app.vega-lexique.fr/api/files/d62e861d-b7a7-40bf-b661-a712b0774cc4.svg,Phallus,قضيب,phallus,phallus,"Attesté uniquement en Edfou III, 342, 11.Voir également jṯs « copuler, féconder ».",[]
ID 10254,jṯṯ / jtt,"Published the Sep 23, 2020 at 14:42",validated,https://app.vega-lexique.fr/api/files/325578d9-0f9c-461b-9b9f-34050696fa7e.svg,"fliegen, hochfliegen, herabfliegen, herabschießen",,"to fly up, to soar, to fly down, to swoop","voler, s’envoler, descendre en piqué, fondre","Noter que van der Molen propose également la traduction « émerger » ; voir en ce sens le théonyme saurien Jṯṯ(w) « Celui qui émerge » (cf. LGG I, 639b).Cf. jṯṯ.wt « envol ».Voir également jttt « (sens inconnu) », jṯ / jṯm « (sens inconnu) », jṯjṯ « (un insecte ? ; un oiseau ?) » et jṯṯ.t « (un symptôme d’une maladie) ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Faulkner (R.O.), A Concise Dictionary of Middle Egyptian, Oxford, 1962.', 'van der Molen (R.), A Hieroglyphic Dictionary of Egyptian Coffin Texts, ProblÄg 15, 2000.', 'Hannig (R.), Ägyptisches Wörterbuch I. Altes Reich und Erste Zwischenzeit (HannLex 4), KAW 98, 2003.', 'Hannig (R.), Ägyptisches Wörterbuch II. Mittleres Reich und Zweite Zwischenzeit (HannLex 5), KAW 112, 2006 (2 vol.).', 'Meeks (D.), Année Lexicographique. Égypte ancienne, 2e éd., Paris, 1998 (3 vol.).', 'Borghouts (J.Fr.), van der Plas (D.), Coffin Texts Word Index, PIREI 6, 1998.', 'Leitz (Chr.) et al., Lexikon der ägyptischen Götter und Götterbezeichnungen, OLA 110-116, 2002 (7 vol.).', None, None]"
ID 10255,jṯṯ.t,"Published the Sep 23, 2020 at 14:43",validated,https://app.vega-lexique.fr/api/files/03847c53-5643-49db-9d6f-ab99087886b9.svg,(eine Krankheitserscheinung),(عَرض لمرض ما),(a symptom of a disease),(un symptôme d’une maladie),"Attesté en pEbers 27, 12 [Eb 123], 47, 22 [Eb 251] (cf. Grundriss 5, p. 22 et 529), et dans pLouvre E 32847, vo 25, 1 (cf. Bardinet, Médecins et magiciens, p. 249-250 et 402-403).En séquence avec ḥwȝw « nécrose ; frissons (?) ».Le Grundriss 7 considère que ce terme pourrait décrire un mouvement particulier du patient et le rapproche du verbe jṯṯ / jtt « voler, s’envoler, descendre en piqué, fondre ».Le TLA propose en ce sens la traduction « battement (?) » (« Flattern (?) »).Noter que Bardinet traduit « émergence », tandis que Westendorf suggère plutôt « tremblement (?) » (« Zittern (?) »).","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Deines (H. von), Westendorf (W.), Wörterbuch der medizinischen Texte, Grundriss der Medizin der Alten Ägypten 7, Berlin, 1961-1962 (2 vol.).', None]"
ID 10256,jṯṯ.wt,"Published the Sep 23, 2020 at 14:43",wrong,https://app.vega-lexique.fr/api/files/d32ef0a4-e43c-40ab-a185-1fd8caa3e612.svg,(Bedeutung unbekannt),(معنى غير معروف),(meaning unknown),(sens inconnu),"Entrée à supprimer.Relevé en CT VII, 310a [1058] (B9C, B1C, B1L, B2L).Substantif féminin d’après le TLA.Graphie fautive de l’infinitif du verbe jṯj « prendre, saisir, s’emparer, conquérir, dérober, voler » – mentionné dans les autres versions – due à une confusion avec jṯṯ / jtt « voler, s’envoler, descendre en piqué, fondre » ; cf. Barguet, Les Textes des Sarcophages égyptiens du Moyen Empire, LAPO 12, 1986, p. 633 ; Faulkner, The Ancient Egyptian Coffin Texts III, Warminster, 1978, p. 139 et n. 2.",[None]
ID 10257,jd,"Published the Sep 23, 2020 at 14:44",problematic,https://app.vega-lexique.fr/api/files/ba14bce1-1e99-4966-bf1b-edc95c916e9a.svg,Hand,يد,hand,main,"Selon Meeks, « mot dont l'existence est supposée à partir de la valeur d du signe [de la main (D46)] et les comparaisons avec le sémitique ».Sur ce terme et son hypothétique graphie, voir aussi Lacau, MAIBL 44, p. 109-111. Noter que l’auteur (op. cit., p. 111) précise qu’il pourrait également être à l’origine de la formation des verbes wdj « placer, laisser, mettre, poser, établir, planter ; donner, livrer ; lancer, décocher » et ndj « renverser, terrasser ».Voir peut-être également rdj « donner, placer, mettre ; faire (que), permettre (que) ».","['Meeks (D.), Année Lexicographique. Égypte ancienne, 2e éd., Paris, 1998 (3 vol.).', None]"
ID 10258,jd,"Published the Dec 3, 2024 at 12:07",validated,https://app.vega-lexique.fr/api/files/81e5c799-e0cd-4839-b302-fb5b65c4a27b.svg,"Kind, Knabe, Jüngling, junger Mann; Zögling",,"child, boy, youth, young man; pupil","enfant, garçon, adolescent, jeune homme ; pupille","Masculin de jd.yt / jdw.t « fille, adolescente, jeune femme ».Au pluriel, peut signifier « équipe ».Ce terme est similaire à ḏȝnw « jeunes hommes ».Aussi employé en tant que titre d’un fonctionnaire de la cour du roi ; cf. notamment Fischer, « The Inspector of Youths Nfr-n-Ḫwfw », OMRO 41, 1960, p. 1-13.Voir peut-être sjdj « calmer, rappeler à l’ordre ; affaiblir, rendre impuissant ; intimider, humilier ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Faulkner (R.O.), A Concise Dictionary of Middle Egyptian, Oxford, 1962.', 'Wilson (P.), A Ptolemaic Lexicon. A Lexicographical Study of the Texts in the Temple of Edfu, OLA 78, 1997.', 'van der Molen (R.), A Hieroglyphic Dictionary of Egyptian Coffin Texts, ProblÄg 15, 2000.', 'Hannig (R.), Ägyptisches Wörterbuch I. Altes Reich und Erste Zwischenzeit (HannLex 4), KAW 98, 2003.', 'Hannig (R.), Ägyptisches Wörterbuch II. Mittleres Reich und Zweite Zwischenzeit (HannLex 5), KAW 112, 2006 (2 vol.).', 'Meeks (D.), Année Lexicographique. Égypte ancienne, 2e éd., Paris, 1998 (3 vol.).', 'Borghouts (J.Fr.), van der Plas (D.), Coffin Texts Word Index, PIREI 6, 1998.', 'Cauville (S.), Dendara I. Traduction, OLA 81, 1998.', 'Cauville (S.), Dendara II. Traduction, OLA 88, 1999.', 'Cauville (S.), Dendara III. Traduction, OLA 95, 2000.', 'Cauville (S.), Dendara IV. Traduction, OLA 101, 2001.', 'Leitz (Chr.) et al., Lexikon der ägyptischen Götter und Götterbezeichnungen, OLA 110-116, 2002 (7 vol.).', 'Cauville (S.), Dendara V-VI. Les cryptes du temple d’Hathor II – Index phraséologique, OLA 132, 2004.', None, None, 'Crum (W.E.), A Coptic Dictionary, Oxford, 1939 (réimpr. 1962).', 'Westendorf (W.), Koptisches Handwörterbuch. Bearbeitet auf Grundlage des Koptischen Handwörterbuchs von Wilhelm Spiegelberg, Heidelberg, 1977 (2e éd., 2008).', 'Černý (J.), Coptic Etymological Dictionary, Londres, 1976 (réimpr. 2010).', 'Vycichl (W.), Dictionnaire étymologique de la langue copte, Louvain, 1983.']"
ID 10259,jd.yt / jdw.t,"Published the Sep 23, 2020 at 14:46",validated,https://app.vega-lexique.fr/api/files/f76a9a1c-a739-4562-b42f-48744ec68756.svg,"Mädchen, Jugendliche, junge Frau",,"girl, maiden, young woman","fille, adolescente, jeune femme","Féminin de jd « enfant, garçon, adolescent, jeune homme ; pupille ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Faulkner (R.O.), A Concise Dictionary of Middle Egyptian, Oxford, 1962.', 'van der Molen (R.), A Hieroglyphic Dictionary of Egyptian Coffin Texts, ProblÄg 15, 2000.', 'Hannig (R.), Ägyptisches Wörterbuch I. Altes Reich und Erste Zwischenzeit (HannLex 4), KAW 98, 2003.', 'Hannig (R.), Ägyptisches Wörterbuch II. Mittleres Reich und Zweite Zwischenzeit (HannLex 5), KAW 112, 2006 (2 vol.).', 'Borghouts (J.Fr.), van der Plas (D.), Coffin Texts Word Index, PIREI 6, 1998.', None, None]"
ID 10260,ȝdw,"Published the Sep 23, 2020 at 14:46",problematic,https://app.vega-lexique.fr/api/files/b37fe557-fd1a-4db2-a735-2550ca57320b.svg,Ausschmierung,دِهَان ، طِلَاء,"coating, smoothing",enduit,"Collectif.Attesté uniquement en pEdwin Smith 22, 6 ; cf. Grundriss 5, p. 523.Graphie incertaine.Cf. ȝd « enduire ».","['Deines (H. von), Westendorf (W.), Wörterbuch der medizinischen Texte, Grundriss der Medizin der Alten Ägypten 7, Berlin, 1961-1962 (2 vol.).', None]"
ID 10261,jṯṯ.wt,"Published the Sep 23, 2020 at 14:47",problematic,https://app.vega-lexique.fr/api/files/7d42d557-a126-4173-a61b-78f0692b6c8a.svg,Auffliegen,,flight,envol,"Attesté uniquement en CT VI, 312c [682] (B1Bo).Pour Barguet (Les Textes des Sarcophages égyptiens du Moyen Empire, LAPO 12, 1986, p. 451), Carrier (Textes des Sarcophages du Moyen Empire égyptien, Monaco, 2004, p. 1550-1551) et le TLA, substantif signifiant « envol ».Noter que Faulkner (The Ancient Egyptian Coffin Texts II, Warminster, 1977, p. 248 et 249, n. 21) considère qu’il s’agirait plutôt d’une occurrence du verbe jṯṯ « voler, s’envoler, descendre en piqué, fondre » et propose la translittération jṯṯ.",[None]
ID 10262,jd,"Published the Sep 23, 2020 at 14:48",problematic,https://app.vega-lexique.fr/api/files/9fab23a8-0b93-40ac-b358-3b9905c7f9a1.svg,Zunge (?),لِسان (؟),tongue (?),langue (?),"Attesté uniquement sur le propylône du temple de Khonsou à Karnak, dans l’épithète divine Ḫw(w)-jd=f-ḥʿw=f « Celui dont la langue (?) protège son corps » ; cf. Clère, La porte d’Évergète, MIFAO 84, 1961, pl. 40 ; Urk. VIII, 89, 10 [104b].","['Leitz (Chr.) et al., Lexikon der ägyptischen Götter und Götterbezeichnungen, OLA 110-116, 2002 (7 vol.).']"
ID 10263,jd,"Published the Sep 23, 2020 at 14:48",wrong,https://app.vega-lexique.fr/api/files/7f1288e5-0420-4d02-9850-51bf090138e6.svg,(Bedeutung unbekannt),(معنى غير معروف),(meaning unknown),(sens inconnu),"Entrée à supprimer.Relevé en pEbers 100, 1 [Eb 855d] ; cf. Grundriss 5, p. 11.Occurrence de jdj « devenir sourd, assourdir ; surdité » ; cf. Bardinet, Les papyrus médicaux de l’Égypte pharaonique, Paris, 1995, p. 95 ; Westendorf, Handbuch Medizin, p. 693.Pastille rouge pour le TLA qui renvoie à ce terme.","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', None]"
ID 10264,ḥry / ḥry.t,"Published the Sep 23, 2020 at 14:49",validated,https://app.vega-lexique.fr/api/files/8f732d84-894d-4233-9e29-3908c762f418.svg,"von Horus, der / die / das zu Horus gehörig",,"of Horus, belonging to Horus","d'Horus, horien / horienne","Nisbé à valeur d’adjectif, dérivé du théonyme Ḥr « Horus » (LGG V, 230b-236a).Cf. ḥr-s « (une massue ; un sceptre) ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'van der Molen (R.), A Hieroglyphic Dictionary of Egyptian Coffin Texts, ProblÄg 15, 2000.', 'Hannig (R.), Ägyptisches Wörterbuch I. Altes Reich und Erste Zwischenzeit (HannLex 4), KAW 98, 2003.', 'Hannig (R.), Ägyptisches Wörterbuch II. Mittleres Reich und Zweite Zwischenzeit (HannLex 5), KAW 112, 2006 (2 vol.).']"
ID 10265,jd,"Published the Sep 23, 2020 at 14:49",problematic,https://app.vega-lexique.fr/api/files/e5a64a45-2f78-4ea6-a1e9-6adf90359f0e.svg,ruhen lassen,,to leave to rest,laisser au repos,"Attesté uniquement en pEbers 18, 1 [Eb 57] ; cf. Grundriss 5, p. 194.Traduction d’après Bardinet, Les papyrus médicaux de l’Égypte pharaonique, Paris, 1995, p. 259.Voir peut-être sḏr « s’allonger, prendre du repos, dormir, s’endormir ».","['Deines (H. von), Westendorf (W.), Wörterbuch der medizinischen Texte, Grundriss der Medizin der Alten Ägypten 7, Berlin, 1961-1962 (2 vol.).']"
ID 10266,Ḥr / sȝ,"Published the Sep 23, 2020 at 14:50",problematic,https://app.vega-lexique.fr/api/files/b8d10750-3847-4ea7-ac1d-a7690e14cc1b.svg,Sohn,ابن,son,fils,"Lecture incertaine.Le signe du faucon (G5) servant à écrire le théonyme Ḥr « Horus » (cf. LGG V, 230b-236a) peut se lire sȝ, lecture due soit à sa proximité graphique avec le signe du canard pilet (G39), soit pour faire jeu avec le mot sjȝ « faucon ».En tant que fils d’Isis, Horus constitue le fils par excellence.Employé uniquement aux époques ptolémaïque et romaine, en lien avec des déesses comme Isis ou Hathor.Cf. sȝ « fils ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Wilson (P.), A Ptolemaic Lexicon. A Lexicographical Study of the Texts in the Temple of Edfu, OLA 78, 1997.']"
ID 10267,Ḥr,"Published the May 3, 2024 at 9:39",validated,https://app.vega-lexique.fr/api/files/c5fe8d37-f29d-4f00-82e7-dbc115a5ad65.svg,Horus (Königstitel),,Horus (royal title),Horus (titre royal),"Dérive du théonyme Ḥr « Horus » (cf. LGG V, 230b-236a), pris comme parangon du roi divin.Introduit le premier nom de la titulature royale et sert également à désigner le roi.Voir la forme féminine Ḥr.t « Horus féminin (titre royal) ».Notamment dans les titres de reine :smȝy.t / smȝw.t Ḥr « compagne, consort d’Horus (= le roi) » ;smr.t Ḥr « compagne d’Horus ».Cf. également Ḥr-nbw « Horus d’or (titre royal) ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Faulkner (R.O.), A Concise Dictionary of Middle Egyptian, Oxford, 1962.', 'Kahl (J.), Frühägyptisches Wörterbuch unter Mitarbeit von Markus Bretschneider und Barbara Kneißler, Wiesbaden, 2002-2004 (3 vol.).', 'Hannig (R.), Ägyptisches Wörterbuch I. Altes Reich und Erste Zwischenzeit (HannLex 4), KAW 98, 2003.', 'Hannig (R.), Ägyptisches Wörterbuch II. Mittleres Reich und Zweite Zwischenzeit (HannLex 5), KAW 112, 2006 (2 vol.).', None]"
ID 10268,Ḥr-nbw,"Published the Sep 23, 2020 at 14:52",problematic,https://app.vega-lexique.fr/api/files/23fe4e98-40ae-4fc6-a366-5df2595a6aa5.svg,Goldhorus (Königstitel),,Golden Horus (royal title),Horus d'or (titre royal),"Mot composé formé sur le théonyme Ḥr « Horus » (cf. LGG V, 230b-236a) et nbw « or ».Peut-être à lire Bjk-nbw « Faucon d’or ».Introduit le troisième nom de la titulature royale.Noter la graphie féminine (2e graphie), employée notamment par Hatchepsout.Cf. Ḥr « Horus (titre royal) » et Ḥr.t « Horus féminin, Horet (titre royal) ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Faulkner (R.O.), A Concise Dictionary of Middle Egyptian, Oxford, 1962.', 'van der Molen (R.), A Hieroglyphic Dictionary of Egyptian Coffin Texts, ProblÄg 15, 2000.', 'Hannig (R.), Ägyptisches Wörterbuch I. Altes Reich und Erste Zwischenzeit (HannLex 4), KAW 98, 2003.', None]"
ID 10269,Ḥr.t,"Published the Sep 23, 2020 at 14:52",validated,https://app.vega-lexique.fr/api/files/9dad5e68-3932-4158-bec8-dde43b8ee087.svg,"weiblicher Horus, Horet (Königintitel)",,"female Horus, Horet (royal title)","Horus féminin, Horet (titre royal)","Féminin de Ḥr « Horus (titre royal) ».Introduit le premier nom de la titulature d’une reine régnante, principalement Hatchepsout, d’une divine adoratrice d’Amon ou encore d’une souveraine ptolémaïque.Cf. également Ḥr-nbw « Horus d’or (titre royal) ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Faulkner (R.O.), A Concise Dictionary of Middle Egyptian, Oxford, 1962.', 'Hannig (R.), Ägyptisches Wörterbuch II. Mittleres Reich und Zweite Zwischenzeit (HannLex 5), KAW 112, 2006 (2 vol.).', None]"
ID 10270,ḥr-s,"Published the Sep 8, 2023 at 15:34",validated,https://app.vega-lexique.fr/api/files/688582be-7ecc-4f59-87f6-6c9d57beed1d.svg,(eine Keule; ein Szepter),(هراوة ما ؛ صولجان ما),(a mace; a scepter),(une massue ; un sceptre),"Pour Osing (Nominalbildung, p. 872, n. 1415), formé sur ḥry / ḥry.t « d’Horus, horien / horienne » et du pronom dépendant de la 3e personne du féminin singulier s.t / s.y, lexicalisation de la proposition nominale ḥry s.y « elle est horienne ».Sur les noms de regalia construits avec des suffixes féminins, voir également mḥws « couronne de Basse-Égypte », šmʿ(w)s « couronne de Haute-Égypte » et mks « (un étui à document) ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', 'Hannig (R.), Ägyptisches Wörterbuch I. Altes Reich und Erste Zwischenzeit (HannLex 4), KAW 98, 2003.', None]"
ID 10271,jd,"Published the Sep 23, 2020 at 14:54",problematic,https://app.vega-lexique.fr/api/files/1b9bd1e3-35c5-4292-a9a6-5d6f90107bd5.svg,(Bedeutung unbekannt),(معنى غير معروف),(meaning unknown),(sens inconnu),"Verbe.Attesté uniquement en Pyr. 1545a-b [580], dans un jeu de mots avec jd « (un taureau) ».Pour Faulkner (The Ancient Egyptian Pyramid Texts, Oxford, 1969, p. 235), Allen (The Ancient Egyptian Pyramid Texts, WAW23, 2005, p. 185 [P 522] et 206, n. 155) et le TLA (pastille rouge), occurrence de jdj « devenir sourd, assourdir ; surdité ».Noter que Mathieu (Les textes de la pyramide de Pépy Ier. Traduction, MIFAO 142, 2018, p. 529-530) propose la traduction « assommer ».","['Erman (A.), Grapow (H.), Wörterbuch des Ægyptischen Sprache im Auftrage der Deutschen Akademien, Leipzig, 1935-1959 (réimpr. 1971) (5 vol.).', None]"
